"","Sample_ID","Sample_date","Sample_site","Genus_sp_lifestage","Number_counted","Zoop_density","Zoop_biomass","Zoop_len_avg","FTG_Groups_1","biop_152_codes","biop_152_names"
"5215","20200715-1279_20m","2020-07-15","1279_20m","B_longirostris_wo_eggs",0,0,0,NA,"B_longirostris_wo",1,"Bo.Longer"
"5216","20200715-1279_20m","2020-07-15","1279_20m","Brachionus",0,0,0,NA,"Brachionus sp.",9995,"rotifer"
"5217","20200715-1279_20m","2020-07-15","1279_20m","C_pengoi_eggs",0,0,0,NA,"Cercopagis_eggs",993,"Clad eggs"
"5218","20200715-1279_20m","2020-07-15","1279_20m","C_pengoi_w_eggs",0,0,0,NA,"Cercopagis_w",990,"unkclad.d"
"5219","20200715-1279_20m","2020-07-15","1279_20m","C_pengoi_wo_eggs",0,0,0,NA,"Cercopagis_wo",990,"unkclad.d"
"5220","20200715-1279_20m","2020-07-15","1279_20m","C_scutifer_eggs",0,0,0,NA,"C_scutifer_eggs",994,"Cop eggs"
"5221","20200715-1279_20m","2020-07-15","1279_20m","C_scutifer_w_eggs",0,0,0,NA,"C_scutifer_w",154,"Cy.Scut"
"5222","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"C_scutifer_w",154,"Cy.Scut"
"5223","20200715-1279_20m","2020-07-15","1279_20m","C_scutifer_wo_eggs",0,0,0,NA,"C_scutifer_wo",154,"Cy.Scut"
"5224","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"C_scutifer_wo",154,"Cy.Scut"
"5225","20200715-1279_20m","2020-07-15","1279_20m","C_strenuus_eggs",0,0,0,NA,"C_strenuus_eggs",994,"Cop  eggs"
"5226","20200715-1279_20m","2020-07-15","1279_20m","C_strenuus_w_eggs",0,0,0,NA,"C_strenuus_w",9992,"othercyclo"
"5227","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"C_strenuus_w",9992,"othercyclo"
"5228","20200715-1279_20m","2020-07-15","1279_20m","C_strenuus_wo_eggs",0,0,0,NA,"C_strenuus_wo",9992,"othercyclo"
"5229","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"C_strenuus_wo",9992,"othercyclo"
"5230","20200715-1279_20m","2020-07-15","1279_20m","Calanoid_nauplii",872,21.8367943984,2.59950436805306,0.148925,"Calanoid_nauplii",83,"Cal. Naup"
"5231","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"Immature_calanoids",9993,"othercala"
"5232","20200715-1279_20m","2020-07-15","1279_20m","Camptocercus_eggs",0,0,0,NA,"Camptocercus_spp_eggs",993,"Clad eggs"
"5233","20200715-1279_20m","2020-07-15","1279_20m","Camptocercus_w_eggs",0,0,0,NA,"Camptocercus_spp_w",9996,"Cam.rect"
"5234","20200715-1279_20m","2020-07-15","1279_20m","Camptocercus_wo_eggs",0,0,0,NA,"Camptocercus_spp_wo",9996,"Cam.rect"
"5235","20200715-1279_20m","2020-07-15","1279_20m","Canthocamptus_eggs",0,0,0,NA,"Harpacticoid_eggs",994,"Cop  eggs"
"5236","20200715-1279_20m","2020-07-15","1279_20m","Canthocamptus_nauplii",0,0,0,NA,"Harpacticoid_nauplii",85,"Harp.Naup"
"5237","20200715-1279_20m","2020-07-15","1279_20m","Canthocamptus_w_eggs",0,0,0,NA,"Harpacticoids_w",135,"Harpact"
"5238","20200715-1279_20m","2020-07-15","1279_20m","Canthocamptus_wo_eggs",0,0,0,NA,"Harpacticoids_wo",135,"Harpact"
"5239","20200715-1279_20m","2020-07-15","1279_20m","Ceriodaphnia_eggs",0,0,0,NA,"Ceriodaphnia_spp_wggs",993,"Clad eggs"
"5240","20200715-1279_20m","2020-07-15","1279_20m","Ceriodaphnia_w_eggs",0,0,0,NA,"Ceriodaphnia_spp_w",189,"Cerio.sp"
"5241","20200715-1279_20m","2020-07-15","1279_20m","Ceriodaphnia_wo_eggs",0,0,0,NA,"Ceriodaphnia_spp_wo",189,"Cerio.sp"
"5242","20200715-1279_20m","2020-07-15","1279_20m","Chydorids_eggs",0,0,0,NA,"Chydorid_eggs",993,"Clad eggs"
"5243","20200715-1279_20m","2020-07-15","1279_20m","Chydorids_w_eggs",0,0,0,NA,"Chydorids_w",13,"Ch.Sphae"
"5244","20200715-1279_20m","2020-07-15","1279_20m","Chydorids_wo_eggs",0,0,0,NA,"Chydorids_wo",13,"Ch.Sphae"
"5245","20200715-1279_20m","2020-07-15","1279_20m","Collotheca",0,0,0,NA,"Collotheca sp.",9995,"rotifer"
"5246","20200715-1279_20m","2020-07-15","1279_20m","Conochilus",0,0,0,NA,"Conochilus sp.",9995,"rotifer"
"5247","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"Cyclopidae_immature",9992,"othercyclo"
"5248","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoid_nauplii",9,0.2253797587,0.0312799484950345,0.164444444444444,"Cyclopoid_nauplii",82,"Cycl.Naup"
"5249","20200715-1279_20m","2020-07-15","1279_20m","D_ambigua_eggs",0,0,0,NA,"D_ambigua_eggs",993,"Clad eggs"
"5250","20200715-1279_20m","2020-07-15","1279_20m","D_ambigua_w_eggs",0,0,0,NA,"D_ambigua_w",113,"Daph.sp"
"5251","20200715-1279_20m","2020-07-15","1279_20m","D_ambigua_wo_eggs",0,0,0,NA,"D_ambigua_wo",113,"Daph.sp"
"5252","20200715-1279_20m","2020-07-15","1279_20m","D_laevis_eggs",0,0,0,NA,"D_laevis_eggs",993,"Clad eggs"
"5253","20200715-1279_20m","2020-07-15","1279_20m","D_laevis_w_eggs",0,0,0,NA,"D_laevis_w",113,"Daph.sp"
"5254","20200715-1279_20m","2020-07-15","1279_20m","D_laevis_wo_eggs",0,0,0,NA,"D_laevis_wo",113,"Daph.sp"
"5255","20200715-1279_20m","2020-07-15","1279_20m","D_longiremis_eggs",0,0,0,NA,"D_longiremis_eggs",993,"Clad eggs"
"5256","20200715-1279_20m","2020-07-15","1279_20m","D_longiremis_w_eggs",0,0,0,NA,"D_longiremis_w",7,"Da.Long"
"5257","20200715-1279_20m","2020-07-15","1279_20m","D_longiremis_wo_eggs",0,0,0,NA,"D_longiremis_wo",7,"Da.Long"
"5258","20200715-1279_20m","2020-07-15","1279_20m","D_lumholtzi_eggs",0,0,0,NA,"D_limholtzi_eggs",993,"Clad eggs"
"5259","20200715-1279_20m","2020-07-15","1279_20m","D_lumholtzi_w_eggs",0,0,0,NA,"D_lumholtzi_w",113,"Daph.sp"
"5260","20200715-1279_20m","2020-07-15","1279_20m","D_lumholtzi_wo_eggs",0,0,0,NA,"D_lumholtzi_wo",113,"Daph.sp"
"5261","20200715-1279_20m","2020-07-15","1279_20m","D_mendotae_eggs",113,0,1.66588446952018,NA,"D_mendotae_eggs",993,"Clad eggs"
"5262","20200715-1279_20m","2020-07-15","1279_20m","D_mendotae_w_eggs",20,0.5008439082,16.7028290777431,2.592775,"D_mendotae_w",9,"Da.G.Men"
"5263","20200715-1279_20m","2020-07-15","1279_20m","D_mendotae_wo_eggs",47,1.1769831843,12.1416143626799,1.092425,"D_mendotae_wo",9,"Da.G.Men"
"5264","20200715-1279_20m","2020-07-15","1279_20m","D_nanus_eggs",0,0,0,NA,"D_nanus_eggs",994,"Cop  eggs"
"5265","20200715-1279_20m","2020-07-15","1279_20m","D_nanus_w_eggs",0,0,0,NA,"D_nanus_w",9992,"othercyclo"
"5266","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"D_nanus_w",9992,"othercyclo"
"5267","20200715-1279_20m","2020-07-15","1279_20m","D_nanus_wo_eggs",0,0,0,NA,"D_nanus_wo",9992,"othercyclo"
"5268","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"D_nanus_wo",9992,"othercyclo"
"5269","20200715-1279_20m","2020-07-15","1279_20m","D_parvula_eggs",0,0,0,NA,"D_parvula_eggs",993,"Clad eggs"
"5270","20200715-1279_20m","2020-07-15","1279_20m","D_parvula_w_eggs",0,0,0,NA,"D_parvula_w",125,"Da.Parv"
"5271","20200715-1279_20m","2020-07-15","1279_20m","D_parvula_wo_eggs",0,0,0,NA,"D_parvula_wo",125,"Da.Parv"
"5272","20200715-1279_20m","2020-07-15","1279_20m","D_pulex_eggs",0,0,0,NA,"D_pulex_eggs",993,"Clad eggs"
"5273","20200715-1279_20m","2020-07-15","1279_20m","D_pulex_w_eggs",0,0,0,NA,"D_pulex_w",151,"Da.Pulex"
"5274","20200715-1279_20m","2020-07-15","1279_20m","D_pulex_wo_eggs",0,0,0,NA,"D_pulex_wo",151,"Da.Pulex"
"5275","20200715-1279_20m","2020-07-15","1279_20m","D_retrocurva_eggs",0,0,0,NA,"D_retrocurva_eggs",993,"Clad eggs"
"5276","20200715-1279_20m","2020-07-15","1279_20m","D_retrocurva_w_eggs",0,0,0,NA,"D_retrocurva_w",5,"Da.Retro"
"5277","20200715-1279_20m","2020-07-15","1279_20m","D_retrocurva_wo_eggs",0,0,0,NA,"D_retrocurva_wo",5,"Da.Retro"
"5278","20200715-1279_20m","2020-07-15","1279_20m","D_rosea_eggs",0,0,0,NA,"D_rosea_eggs",993,"Clad eggs"
"5279","20200715-1279_20m","2020-07-15","1279_20m","D_rosea_w_eggs",0,0,0,NA,"D_rosea_w",113,"Daph.sp"
"5280","20200715-1279_20m","2020-07-15","1279_20m","D_rosea_wo_eggs",0,0,0,NA,"D_rosea_wo",113,"Daph.sp"
"5281","20200715-1279_20m","2020-07-15","1279_20m","D_schodleri_eggs",0,0,0,NA,"D_schodleri_eggs",993,"Clad eggs"
"5282","20200715-1279_20m","2020-07-15","1279_20m","D_schodleri_w_eggs",0,0,0,NA,"D_schodleri_w",113,"Daph.sp"
"5283","20200715-1279_20m","2020-07-15","1279_20m","D_schodleri_wo_eggs",0,0,0,NA,"D_schodleri_wo",113,"Daph.sp"
"5284","20200715-1279_20m","2020-07-15","1279_20m","D_thomasi_eggs",0,0,0,NA,"D_thomasi_eggs",994,"Cop eggs"
"5285","20200715-1279_20m","2020-07-15","1279_20m","D_thomasi_w_eggs",0,0,0,NA,"D_thomasi_w",31,"Dia.Thoma"
"5286","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"D_thomasi_w",31,"Dia.Thoma"
"5287","20200715-1279_20m","2020-07-15","1279_20m","D_thomasi_wo_eggs",0,0,0,NA,"D_thomasi_wo",31,"Dia.Thoma"
"5288","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"D_thomasi_wo",31,"Dia.Thoma"
"5289","20200715-1279_20m","2020-07-15","1279_20m","Diaphanosoma_eggs",0,0,0,NA,"Diaphanosoma_spp_eggs",993,"Clad eggs"
"5290","20200715-1279_20m","2020-07-15","1279_20m","Diaphanosoma_w_eggs",0,0,0,NA,"Diaphanosoma_spp_w",187,"Dia.Brach"
"5291","20200715-1279_20m","2020-07-15","1279_20m","Diaphanosoma_wo_eggs",0,0,0,NA,"Diaphanosoma_spp_wo",187,"Dia.Brach"
"5292","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"Diaptomidae_immature",300,"Diaptomidae.immature"
"5293","20200715-1279_20m","2020-07-15","1279_20m","Dreissena_veligers",490,12.2706757514,5.705864224401,0.14245,"Dreissena_veligers",234,"Veligers"
"5294","20200715-1279_20m","2020-07-15","1279_20m","E_agilis_eggs",0,0,0,NA,"E_agilis_eggs",994,"Cop eggs"
"5295","20200715-1279_20m","2020-07-15","1279_20m","E_agilis_w_eggs",0,0,0,NA,"E_agilis_w",43,"Eucyclops"
"5296","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"E_agilis_w",43,"Eucyclops"
"5297","20200715-1279_20m","2020-07-15","1279_20m","E_agilis_wo_eggs",0,0,0,NA,"E_agilis_wo",43,"Eucyclops"
"5298","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"E_agilis_wo",43,"Eucyclops"
"5299","20200715-1279_20m","2020-07-15","1279_20m","E_carolleeae_eggs",0,0,0,NA,"E_affinis_eggs",994,"Cop eggs"
"5300","20200715-1279_20m","2020-07-15","1279_20m","E_carolleeae_w_eggs",0,0,0,NA,"E_affinis_w",70,"Eury.Affi"
"5301","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"E_affinis_w",70,"Eury.Affi"
"5302","20200715-1279_20m","2020-07-15","1279_20m","E_carolleeae_wo_eggs",0,0,0,NA,"E_affinis_wo",70,"Eury.Affi"
"5303","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"E_affinis_wo",70,"Eury.Affi"
"5304","20200715-1279_20m","2020-07-15","1279_20m","E_elegans_eggs",0,0,0,NA,"E_elegans_eggs",994,"Cop eggs"
"5305","20200715-1279_20m","2020-07-15","1279_20m","E_elegans_w_eggs",0,0,0,NA,"E_elegans_w",43,"Eucyclops"
"5306","20200715-1279_20m","2020-07-15","1279_20m","E_elegans_wo_eggs",0,0,0,NA,"E_elegans_wo",43,"Eucyclops"
"5307","20200715-1279_20m","2020-07-15","1279_20m","E_lacustris",2,0.0500843908,0.533576108955559,1.332,"Epishura_spp",73,"Ep.Lacus"
"5308","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"Epishura_spp",73,"Ep.Lacus"
"5309","20200715-1279_20m","2020-07-15","1279_20m","E_lamellatus_eggs",0,0,0,NA,"Eurycercus_lamellatus_eggs",993,"Clad eggs"
"5310","20200715-1279_20m","2020-07-15","1279_20m","E_lamellatus_w_eggs",0,0,0,NA,"Eurycercus_lamellatus_w",25,"Eury.Lam"
"5311","20200715-1279_20m","2020-07-15","1279_20m","E_lamellatus_wo_eggs",0,0,0,NA,"Eurycercus_lamellatus_wo",25,"Eury.Lam"
"5312","20200715-1279_20m","2020-07-15","1279_20m","E_phaleratus_eggs",0,0,0,NA,"Ectocyclops_phaleratus_eggs",994,"Cop eggs"
"5313","20200715-1279_20m","2020-07-15","1279_20m","E_phaleratus_w_eggs",0,0,0,NA,"Ectocyclops_phaleratus_w",9992,"othercyclo"
"5314","20200715-1279_20m","2020-07-15","1279_20m","E_phaleratus_wo_eggs",0,0,0,NA,"Ectocyclops_phaleratus_wo",9992,"othercyclo"
"5315","20200715-1279_20m","2020-07-15","1279_20m","E_prionophorus_eggs",0,0,0,NA,"E_prionophorus_eggs",994,"Cop eggs"
"5316","20200715-1279_20m","2020-07-15","1279_20m","E_prionophorus_w_eggs",0,0,0,NA,"E_prionophorus_w",43,"Eucyclops"
"5317","20200715-1279_20m","2020-07-15","1279_20m","E_prionophorus_wo_eggs",0,0,0,NA,"E_prionophorus_wo",43,"Eucyclops"
"5318","20200715-1279_20m","2020-07-15","1279_20m","E_speratus_eggs",0,0,0,NA,"E_speratus_eggs",994,"Cop eggs"
"5319","20200715-1279_20m","2020-07-15","1279_20m","E_speratus_w_eggs",0,0,0,NA,"E_speratus_w",43,"Eucyclops"
"5320","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"E_speratus_w",43,"Eucyclops"
"5321","20200715-1279_20m","2020-07-15","1279_20m","E_speratus_wo_eggs",0,0,0,NA,"E_speratus_wo",43,"Eucyclops"
"5322","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"E_speratus_wo",43,"Eucyclops"
"5323","20200715-1279_20m","2020-07-15","1279_20m","Ergasilus_eggs",0,0,0,NA,"Ergasilus_eggs",994,"Cop eggs"
"5324","20200715-1279_20m","2020-07-15","1279_20m","Ergasilus_w_eggs",0,0,0,NA,"Ergasilus_wo",9992,"othercyclo"
"5325","20200715-1279_20m","2020-07-15","1279_20m","Ergasilus_wo_eggs",0,0,0,NA,"Ergasilus_wo",9992,"othercyclo"
"5326","20200715-1279_20m","2020-07-15","1279_20m","Euchlanis",0,0,0,NA,"Euchlanis sp.",9995,"rotifer"
"5327","20200715-1279_20m","2020-07-15","1279_20m","Eucyclops_eggs",0,0,0,NA,"Eucyclops_spp_eggs",994,"Cop eggs"
"5328","20200715-1279_20m","2020-07-15","1279_20m","Eucyclops_w_eggs",0,0,0,NA,"Eucyclops_spp_w",43,"Eucyclops"
"5329","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"Eucyclops_spp_w",43,"Eucyclops"
"5330","20200715-1279_20m","2020-07-15","1279_20m","Eucyclops_wo_eggs",0,0,0,NA,"Eucyclops_spp_wo",43,"Eucyclops"
"5331","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"Eucyclops_spp_wo",43,"Eucyclops"
"5332","20200715-1279_20m","2020-07-15","1279_20m","Filinia",0,0,0,NA,"Filinia sp.",9995,"rotifer"
"5333","20200715-1279_20m","2020-07-15","1279_20m","H_gibberum_eggs",0,0,0,NA,"H_gibberum_eggs",993,"Clad eggs"
"5334","20200715-1279_20m","2020-07-15","1279_20m","H_gibberum_w_eggs",0,0,0,NA,"H_gibberum_w",17,"Ho.Gibber"
"5335","20200715-1279_20m","2020-07-15","1279_20m","H_gibberum_wo_eggs",0,0,0,NA,"H_gibberum_wo",17,"Ho.Gibber"
"5336","20200715-1279_20m","2020-07-15","1279_20m","Harpacticoid_eggs",0,0,0,NA,"Harpacticoid_eggs",994,"Cop eggs"
"5337","20200715-1279_20m","2020-07-15","1279_20m","Ilyocryptus_eggs",0,0,0,NA,"Ilyocryptus_spp_eggs",993,"Clad eggs"
"5338","20200715-1279_20m","2020-07-15","1279_20m","Ilyocryptus_w_eggs",0,0,0,NA,"Ilyocryptus_spp_w",150,"Il.Spinif"
"5339","20200715-1279_20m","2020-07-15","1279_20m","Ilyocryptus_wo_eggs",0,0,0,NA,"Ilyocryptus_spp_wo",150,"Il.Spinif"
"5340","20200715-1279_20m","2020-07-15","1279_20m","K_latissima_eggs",0,0,0,NA,"Kurzia_latissima_eggs",993,"Clad eggs"
"5341","20200715-1279_20m","2020-07-15","1279_20m","K_latissima_w_eggs",0,0,0,NA,"Kurzia_latissima_w",990,"unkclad.d"
"5342","20200715-1279_20m","2020-07-15","1279_20m","K_latissima_wo_eggs",0,0,0,NA,"Kurzia_latissima_wo",990,"unkclad.d"
"5343","20200715-1279_20m","2020-07-15","1279_20m","K_quadrata",0,0,0,NA,"Keratella_quad",9995,"rotifer"
"5344","20200715-1279_20m","2020-07-15","1279_20m","Kellicottia",57,1.4274051384,0.0884991185808,NA,"Kellicottia sp.",9995,"rotifer"
"5345","20200715-1279_20m","2020-07-15","1279_20m","Keratella",64,1.6027005063,0.176297055693,NA,"Keratella sp.",9995,"rotifer"
"5346","20200715-1279_20m","2020-07-15","1279_20m","L_ashlandi_eggs",0,0,0,NA,"L_ashlandi_eggs",994,"Cop eggs"
"5347","20200715-1279_20m","2020-07-15","1279_20m","L_ashlandi_w_eggs",0,0,0,NA,"L_ashlandi_w",67,"Di.Ashlan"
"5348","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_ashlandi_w",67,"Di.Ashlan"
"5349","20200715-1279_20m","2020-07-15","1279_20m","L_ashlandi_wo_eggs",0,0,0,NA,"L_ashlandi_wo",67,"Di.Ashlan"
"5350","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_ashlandi_wo",67,"Di.Ashlan"
"5351","20200715-1279_20m","2020-07-15","1279_20m","L_kindti_eggs",0,0,0,NA,"Leptodora_eggs",993,"Clad eggs"
"5352","20200715-1279_20m","2020-07-15","1279_20m","L_kindti_w_eggs",0,0,0,NA,"Leptodora_w",19,"Le.Kindti"
"5353","20200715-1279_20m","2020-07-15","1279_20m","L_kindti_wo_eggs",0,0,0,NA,"Leptodora_wo",19,"Le.Kindti"
"5354","20200715-1279_20m","2020-07-15","1279_20m","L_macrurus_adult",0,0,0,NA,"L_macrurus_adult",52,"Li.Macrur"
"5355","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_macrurus_adult",52,"Li.Macrur"
"5356","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_macrurus_immature",52,"Li.Macrur"
"5357","20200715-1279_20m","2020-07-15","1279_20m","L_minutus_eggs",0,0,0,NA,"L_minutus_eggs",994,"Cop eggs"
"5358","20200715-1279_20m","2020-07-15","1279_20m","L_minutus_w_eggs",0,0,0,NA,"L_minutus_w",64,"Di.Minut"
"5359","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_minutus_w",64,"Di.Minut"
"5360","20200715-1279_20m","2020-07-15","1279_20m","L_minutus_wo_eggs",10,0.2504219542,0.571933015678067,0.7363,"L_minutus_wo",64,"Di.Minut"
"5361","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_minutus_wo",64,"Di.Minut"
"5362","20200715-1279_20m","2020-07-15","1279_20m","L_patella",0,0,0,NA,"Lepadella patella",9995,"rotifer"
"5363","20200715-1279_20m","2020-07-15","1279_20m","L_sicilis_eggs",0,0,0,NA,"L_sicilis_eggs",994,"Cop eggs"
"5364","20200715-1279_20m","2020-07-15","1279_20m","L_sicilis_w_eggs",0,0,0,NA,"L_sicilis_w",55,"Di.Sicil"
"5365","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_sicilis_w",55,"Di.Sicil"
"5366","20200715-1279_20m","2020-07-15","1279_20m","L_sicilis_wo_eggs",0,0,0,NA,"L_sicilis_wo",55,"Di.Sicil"
"5367","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_sicilis_wo",55,"Di.Sicil"
"5368","20200715-1279_20m","2020-07-15","1279_20m","L_siciloides_eggs",0,0,0,NA,"L_siciloides_eggs",994,"Cop eggs"
"5369","20200715-1279_20m","2020-07-15","1279_20m","L_siciloides_w_eggs",0,0,0,NA,"L_siciloides_w",61,"Di.Sicilo"
"5370","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_siciloides_w",61,"Di.Sicilo"
"5371","20200715-1279_20m","2020-07-15","1279_20m","L_siciloides_wo_eggs",0,0,0,NA,"L_siciloides_wo",61,"Di.Sicilo"
"5372","20200715-1279_20m","2020-07-15","1279_20m","Calanoida_immature",125,3.1302744264,3.99383376307005,0.4731375,"L_siciloides_wo",61,"Di.Sicilo"
"5373","20200715-1279_20m","2020-07-15","1279_20m","Lecane",0,0,0,NA,"Lecane sp.",9995,"rotifer"
"5374","20200715-1279_20m","2020-07-15","1279_20m","Leydigia_eggs",0,0,0,NA,"Leydigia_eggs",993,"Clad eggs"
"5375","20200715-1279_20m","2020-07-15","1279_20m","Leydigia_w_eggs",0,0,0,NA,"Leydigia_spp_w",990,"unkclad.d"
"5376","20200715-1279_20m","2020-07-15","1279_20m","Leydigia_wo_eggs",0,0,0,NA,"Leydigia_spp_wo",990,"unkclad.d"
"5377","20200715-1279_20m","2020-07-15","1279_20m","Loose_Bosmina_eggs",0,0,0,NA,"Lse_Bosmina_eggs",993,"Clad eggs"
"5378","20200715-1279_20m","2020-07-15","1279_20m","Loose_Cladoceran_eggs",1,0,0.02542534098962,NA,"Lse_Cladoceran_eggs",993,"Clad eggs"
"5379","20200715-1279_20m","2020-07-15","1279_20m","Loose_Copepod_eggs",37,0,0.10646188534998,NA,"Lse_copepod_eggs",994,"Cop eggs"
"5380","20200715-1279_20m","2020-07-15","1279_20m","Loose_Daphnia_eggs",4,0,0.05896936172792,NA,"Lse_Daphnia_eggs",993,"Clad eggs"
"5381","20200715-1279_20m","2020-07-15","1279_20m","M_albidus_eggs",0,0,0,NA,"M_albidus_eggs",994,"Cop eggs"
"5382","20200715-1279_20m","2020-07-15","1279_20m","M_albidus_w_eggs",0,0,0,NA,"M_albidus_w",9992,"othercyclo"
"5383","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"M_albidus_w",9992,"othercyclo"
"5384","20200715-1279_20m","2020-07-15","1279_20m","M_albidus_wo_eggs",0,0,0,NA,"M_albidus_wo",9992,"othercyclo"
"5385","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"M_albidus_wo",9992,"othercyclo"
"5386","20200715-1279_20m","2020-07-15","1279_20m","M_edax_eggs",0,0,0,NA,"Mesocyclops_eggs",994,"Cop eggs"
"5387","20200715-1279_20m","2020-07-15","1279_20m","M_edax_w_eggs",0,0,0,NA,"Mesocyclops_spp_w",40,"Meso.edax"
"5388","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"Mesocyclops_spp_w",40,"Meso.edax"
"5389","20200715-1279_20m","2020-07-15","1279_20m","M_edax_wo_eggs",0,0,0,NA,"Mesocyclops_spp_wo",40,"Meso.edax"
"5390","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"Mesocyclops_spp_wo",40,"Meso.edax"
"5391","20200715-1279_20m","2020-07-15","1279_20m","M_rubellus_eggs",0,0,0,NA,"M_rubellus_eggs",994,"Cop eggs"
"5392","20200715-1279_20m","2020-07-15","1279_20m","M_rubellus_w_eggs",0,0,0,NA,"M_rubellus_w",9992,"othercyclo"
"5393","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"M_rubellus_w",9992,"othercyclo"
"5394","20200715-1279_20m","2020-07-15","1279_20m","M_rubellus_wo_eggs",0,0,0,NA,"M_rubellus_wo",9992,"othercyclo"
"5395","20200715-1279_20m","2020-07-15","1279_20m","Cyclopoida_immature",14,0.3505907358,0.241501086314814,0.334321428571429,"M_rubellus_wo",9992,"othercyclo"
"5396","20200715-1279_20m","2020-07-15","1279_20m","Macrothrix_eggs",0,0,0,NA,"Macrothrix_spp_eggs",993,"Clad eggs"
"5397","20200715-1279_20m","2020-07-15","1279_20m","Macrothrix_w_eggs",0,0,0,NA,"Macrothrix_spp_w",990,"unkclad.d"
"5398","20200715-1279_20m","2020-07-15","1279_20m","Macrothrix_wo_eggs",0,0,0,NA,"Macrothrix_spp_wo",990,"unkclad.d"
"5399","20200715-1279_20m","2020-07-15","1279_20m","Moina_eggs",0,0,0,NA,"Moina_spp_eggs",993,"Clad eggs"
"5400","20200715-1279_20m","2020-07-15","1279_20m","Moina_w_eggs",0,0,0,NA,"Moina_spp_w",990,"unkclad.d"
"5401","20200715-1279_20m","2020-07-15","1279_20m","Moina_wo_eggs",0,0,0,NA,"Moina_spp_wo",990,"unkclad.d"
