"","Sample_ID","Sample_date","Sample_site","Chl_a_ugL_L"
"2548","20120813-16-970",2012-08-13,"16-970",4.72679
"2549","20120813-27-918",2012-08-13,"27-918",3.3731
"2550","20120813-29-905",2012-08-13,"29-905",3.10343
"2551","20120813-36-873",2012-08-13,"36-873",16.05827
"2552","20120813-37-890",2012-08-13,"37-890",5.6693
"2553","20120813-3-996",2012-08-13,"3-996",10.50467
"2554","20120813-8-994",2012-08-13,"8-994",11.85035
"2555","20120830-14-972",2012-08-30,"14-972",2.76167
"2556","20120830-16-970",2012-08-30,"16-970",2.51603
"2557","20120830-27-918",2012-08-30,"27-918",3.10343
"2558","20120830-29-905",2012-08-30,"29-905",2.351558
"2559","20120830-36-873",2012-08-30,"36-873",5.86955
"2560","20120830-37-890",2012-08-30,"37-890",4.51319
"2561","20120830-3-996",2012-08-30,"3-996",6.22199
"2562","20120830-8-994",2012-08-30,"8-994",4.42775
"2563","20120910-14-972",2012-09-10,"14-972",1.48007
"2564","20120910-16-970",2012-09-10,"16-970",3.81899
"2565","20120910-27-918",2012-09-10,"27-918",1.99271
"2566","20120910-29-905",2012-09-10,"29-905",2.95391
"2567","20120910-36-873",2012-09-10,"36-873",16.82723
"2568","20120910-37-890",2012-09-10,"37-890",9.68231
"2569","20120910-3-996",2012-09-10,"3-996",9.61823
"2570","20120910-8-994",2012-09-10,"8-994",6.69191
"2571","20120926-27-918",2012-09-26,"27-918",21.15263
"2572","20120926-29-905",2012-09-26,"29-905",8.85995
"2573","20120926-36-873",2012-09-26,"36-873",5.92295
"2574","20120926-37-890",2012-09-26,"37-890",7.45019
"2575","20121001-8-994",2012-10-01,"8-994",7.31135
"2576","20121003-14-972",2012-10-03,"14-972",1.73639
"2577","20121011-3-996",2012-10-11,"3-996",11.82899
"2578","20121013-16-970",2012-10-13,"16-970",3.91511
"2579","20130426-14-972",2013-04-26,"14-972",0.85173
"2580","20130426-16-970",2013-04-26,"16-970",1.63137
"2581","20130426-27-918",2013-04-26,"27-918",0.45657
"2582","20130426-29-905",2013-04-26,"29-905",0.38715
"2583","20130426-36-873",2013-04-26,"36-873",0.48861
"2584","20130426-37-890",2013-04-26,"37-890",0.76095
"2585","20130426-3-996",2013-04-26,"3-996",1.91439
"2586","20130426-8-994",2013-04-26,"8-994",1.08135
"2587","20130509-14-972",2013-05-09,"14-972",5.485515
"2588","20130509-16-970",2013-05-09,"16-970",3.883515
"2589","20130509-27-918",2013-05-09,"27-918",1.961115
"2590","20130509-29-905",2013-05-09,"29-905",1.480515
"2591","20130509-36-873",2013-05-09,"36-873",4.844715
"2592","20130509-37-890",2013-05-09,"37-890",8.721555
"2593","20130509-3-996",2013-05-09,"3-996",12.480915
"2594","20130509-8-994",2013-05-09,"8-994",4.059735
"2595","20130520-27-918",2013-05-20,"27-918",1.34568
"2596","20130520-29-905",2013-05-20,"29-905",1.90638
"2597","20130520-36-873",2013-05-20,"36-873",9.13674
"2598","20130520-37-890",2013-05-20,"37-890",1.77021
"2599","20130520-8-994",2013-05-20,"8-994",3.8181
"2600","20130521-14-972",2013-05-21,"14-972",3.60984
"2601","20130521-16-970",2013-05-21,"16-970",2.6433
"2602","20130521-3-996",2013-05-21,"3-996",2.76345
"2603","20130604-14-972",2013-06-04,"14-972",2.47776
"2604","20130604-16-970",2013-06-04,"16-970",3.07584
"2605","20130604-27-918",2013-06-04,"27-918",3.05448
"2606","20130604-29-905",2013-06-04,"29-905",3.0705
"2607","20130604-36-873",2013-06-04,"36-873",4.42152
"2608","20130604-37-890",2013-06-04,"37-890",7.209
"2609","20130604-3-996",2013-06-04,"3-996",8.58672
"2610","20130604-8-994",2013-06-04,"8-994",3.19332
"2611","20130617-14-972",2013-06-17,"14-972",4.22928
"2612","20130617-16-970",2013-06-17,"16-970",6.01818
"2613","20130617-3-996",2013-06-17,"3-996",11.91888
"2614","20130617-8-994",2013-06-17,"8-994",3.471
"2615","20130620-27-918",2013-06-20,"27-918",3.02778
"2616","20130620-29-905",2013-06-20,"29-905",3.89286
"2617","20130620-36-873",2013-06-20,"36-873",4.02636
"2618","20130620-37-890",2013-06-20,"37-890",9.22752
"2619","20130703-14-972",2013-07-03,"14-972",1.9224
"2620","20130703-16-970",2013-07-03,"16-970",1.15344
"2621","20130703-27-918",2013-07-03,"27-918",2.403
"2622","20130703-29-905",2013-07-03,"29-905",0.81702
"2623","20130703-36-873",2013-07-03,"36-873",1.00392
"2624","20130703-37-890",2013-07-03,"37-890",0.89712
"2625","20130703-3-996",2013-07-03,"3-996",1.24956
"2626","20130703-8-994",2013-07-03,"8-994",1.11072
"2627","20130716-14-972",2013-07-16,"14-972",4.35744
"2628","20130716-16-970",2013-07-16,"16-970",1.602
"2629","20130716-27-918",2013-07-16,"27-918",3.0705
"2630","20130716-29-905",2013-07-16,"29-905",3.82077
"2631","20130716-36-873",2013-07-16,"36-873",28.57968
"2632","20130716-37-890",2013-07-16,"37-890",5.91138
"2633","20130716-3-996",2013-07-16,"3-996",19.02108
"2634","20130716-8-994",2013-07-16,"8-994",8.96586
"2635","20130730-14-972",2013-07-30,"14-972",21.38136
"2636","20130730-16-970",2013-07-30,"16-970",18.0225
"2637","20130730-27-918",2013-07-30,"27-918",2.0292
"2638","20130730-29-905",2013-07-30,"29-905",3.93024
"2639","20130730-36-873",2013-07-30,"36-873",14.71704
"2640","20130730-37-890",2013-07-30,"37-890",8.6508
"2641","20130730-3-996",2013-07-30,"3-996",19.73664
"2642","20130730-8-994",2013-07-30,"8-994",18.0225
"2643","20130812-14-972",2013-08-12,"14-972",10.68534
"2644","20130812-16-970",2013-08-12,"16-970",20.9061
"2645","20130812-27-918",2013-08-12,"27-918",10.53048
"2646","20130812-29-905",2013-08-12,"29-905",1.55661
"2647","20130812-36-873",2013-08-12,"36-873",15.13356
"2648","20130812-37-890",2013-08-12,"37-890",8.67216
"2649","20130812-3-996",2013-08-12,"3-996",24.71352
"2650","20130812-8-994",2013-08-12,"8-994",10.21275
"2651","20130828-14-972",2013-08-28,"14-972",20.025
"2652","20130828-16-970",2013-08-28,"16-970",8.21826
"2653","20130828-27-918",2013-08-28,"27-918",4.3254
"2654","20130828-29-905",2013-08-28,"29-905",3.88752
"2655","20130828-36-873",2013-08-28,"36-873",15.1389
"2656","20130828-37-890",2013-08-28,"37-890",10.55184
"2657","20130828-3-996",2013-08-28,"3-996",12.69852
"2658","20130828-8-994",2013-08-28,"8-994",12.11112
"2659","20130924-27-918",2013-09-24,"27-918",0.1602
"2660","20130924-29-905",2013-09-24,"29-905",3.02778
"2661","20130924-36-873",2013-09-24,"36-873",1.02528
"2662","20130924-37-890",2013-09-24,"37-890",9.43578
"2663","20130925-14-972",2013-09-25,"14-972",3.0972
"2664","20130925-16-970",2013-09-25,"16-970",3.3375
"2665","20130925-3-996",2013-09-25,"3-996",10.48509
"2666","20130925-8-994",2013-09-25,"8-994",6.2745
"2667","20131008-14-972",2013-10-08,"14-972",4.46958
"2668","20131008-16-970",2013-10-08,"16-970",5.27592
"2669","20131008-27-891",2013-10-08,"27-918",1.87434
"2670","20131008-29-905",2013-10-08,"29-905",1.73016
"2671","20131008-36-873",2013-10-08,"36-873",8.22894
"2672","20131008-37-890",2013-10-08,"37-890",2.01852
"2673","20131008-3-996",2013-10-08,"3-996",4.35744
"2674","20131008-8-994",2013-10-08,"8-994",0.6675
"2675","20140512-14-972",2014-05-12,"14-972",4.6458
"2676","20140512-16-970",2014-05-12,"16-970",3.40692
"2677","20140512-27-918",2014-05-12,"27-918",1.32432
"2678","20140512-29-905",2014-05-12,"29-905",2.01318
"2679","20140512-36-873",2014-05-12,"36-873",5.0463
"2680","20140512-37-890",2014-05-12,"37-890",3.67125
"2681","20140512-3-996",2014-05-12,"3-996",12.54366
"2682","20140512-8-994",2014-05-12,"8-994",1.19616
"2683","20140519-14-972",2014-05-19,"14-972",1.1748
"2684","20140519-16-970",2014-05-19,"16-970",8.14884
"2685","20140519-27-918",2014-05-19,"27-918",0.63546
"2686","20140519-29-905",2014-05-19,"29-905",1.64472
"2687","20140519-36-873",2014-05-19,"36-873",2.6967
"2688","20140519-37-890",2014-05-19,"37-890",3.96228
"2689","20140519-3-996",2014-05-19,"3-996",5.607
"2690","20140519-8-994",2014-05-19,"8-994",1.5486
"2691","20140606-14-972",2014-06-06,"14-972",0.73158
"2692","20140606-16-970",2014-06-06,"16-970",1.64383
"2693","20140606-27-918",2014-06-06,"27-918",1.446450968
"2694","20140606-29-905",2014-06-06,"29-905",1.63137
"2695","20140606-36-873",2014-06-06,"36-873",1.438845957
"2696","20140606-37-890",2014-06-06,"37-890",1.807753469
"2697","20140606-3-996",2014-06-06,"3-996",5.21718
"2698","20140606-8-994",2014-06-06,"8-994",2.06658
"2699","20140618-14-972",2014-06-18,"14-972",7.13958
"2700","20140618-16-970",2014-06-18,"16-970",3.26274
"2701","20140618-27-918",2014-06-18,"27-918",2.46708
"2702","20140618-29-905",2014-06-18,"29-905",5.06766
"2703","20140618-36-873",2014-06-18,"36-873",2.73408
"2704","20140618-37-890",2014-06-18,"37-890",8.4372
"2705","20140618-3-996",2014-06-18,"3-996",6.41868
"2706","20140618-8-994",2014-06-18,"8-994",7.62018
"2707","20140702-14-972",2014-07-02,"14-972",4.10646
"2708","20140702-16-970",2014-07-02,"16-970",2.62194
"2709","20140702-27-918",2014-07-02,"27-918",6.84588
"2710","20140702-29-905",2014-07-02,"29-905",3.8181
"2711","20140702-36-873",2014-07-02,"36-873",1.22286
"2712","20140702-37-890",2014-07-02,"37-890",6.13032
"2713","20140702-3-996",2014-07-02,"3-996",3.11322
"2714","20140702-8-994",2014-07-02,"8-994",1.78356
"2715","20140714-14-972",2014-07-14,"14-972",0
"2716","20140714-16-970",2014-07-14,"16-970",3.95694
"2717","20140714-27-918",2014-07-14,"27-918",3.3909
"2718","20140714-29-905",2014-07-14,"29-905",8.77095
"2719","20140714-36-873",2014-07-14,"36-873",3.66591
"2720","20140714-37-890",2014-07-14,"37-890",4.34142
"2721","20140714-3-996",2014-07-14,"3-996",3.2841
"2722","20140714-8-994",2014-07-14,"8-994",0.75294
"2723","20140801-14-972",2014-08-01,"14-972",3.73266
"2724","20140801-16-970",2014-08-01,"16-970",3.24138
"2725","20140801-27-918",2014-08-01,"27-918",3.28944
"2726","20140801-29-905",2014-08-01,"29-905",3.79407
"2727","20140801-36-873",2014-08-01,"36-873",9.04596
"2728","20140801-37-890",2014-08-01,"37-890",17.28024
"2729","20140801-3-996",2014-08-01,"3-996",7.48668
"2730","20140801-8-994",2014-08-01,"8-994",4.61109
"2731","20140815-14-972",2014-08-15,"14-972",4.904256
"2732","20140815-16-970",2014-08-15,"16-970",8.183016
"2733","20140815-27-918",2014-08-15,"27-918",3.168756
"2734","20140815-29-905",2014-08-15,"29-905",5.197956
"2735","20140815-36-873",2014-08-15,"36-873",8.038836
"2736","20140815-37-890",2014-08-15,"37-890",38.530236
"2737","20140815-3-996",2014-08-15,"3-996",6.073716
"2738","20140815-8-994",2014-08-15,"8-994",7.422066
"2739","20140829-14-972",2014-08-29,"14-972",10.38096
"2740","20140829-16-970",2014-08-29,"16-970",7.77504
"2741","20140829-27-918",2014-08-29,"27-918",4.02636
"2742","20140829-29-905",2014-08-29,"29-905",0
"2743","20140829-36-873",2014-08-29,"36-873",14.00148
"2744","20140829-37-890",2014-08-29,"37-890",18.32688
"2745","20140829-3-996",2014-08-29,"3-996",11.51304
"2746","20140829-8-994",2014-08-29,"8-994",5.4735
"2747","20140925-14-972",2014-09-25,"14-972",4.81935
"2748","20140925-16-970",2014-09-25,"16-970",6.27183
"2749","20140925-27-918",2014-09-25,"27-918",3.75669
"2750","20140925-29-905",2014-09-25,"29-905",2.66733
"2751","20140925-36-873",2014-09-25,"36-873",9.09135
"2752","20140925-37-890",2014-09-25,"37-890",13.41675
"2753","20140925-3-996",2014-09-25,"3-996",13.74249
"2754","20140925-8-994",2014-09-25,"8-994",9.86031
"2755","20150508-14-972",2015-05-08,"14-972",7.8498
"2756","20150508-16-970",2015-05-08,"16-970",2.50446
"2757","20150508-27-918",2015-05-08,"27-918",1.66608
"2758","20150508-29-905",2015-05-08,"29-905",1.58598
"2759","20150508-36-873",2015-05-08,"36-873",5.72982
"2760","20150508-37-890",2015-05-08,"37-890",7.48935
"2761","20150508-3-996",2015-05-08,"3-996",9.80424
"2762","20150508-8-994",2015-05-08,"8-994",10.45305
"2763","20150521-14-972",2015-05-21,"14-972",2.92098
"2764","20150521-16-970",2015-05-21,"16-970",5.05698
"2765","20150521-27-918",2015-05-21,"27-918",1.7622
"2766","20150521-29-905",2015-05-21,"29-905",1.51656
"2767","20150521-36-873",2015-05-21,"36-873",4.33608
"2768","20150521-37-890",2015-05-21,"37-890",13.46484761
"2769","20150521-3-996",2015-05-21,"3-996",13.60098
"2770","20150521-8-994",2015-05-21,"8-994",2.09328
"2771","20150605-14-972",2015-06-05,"14-972",0.99057
"2772","20150605-16-970",2015-06-05,"16-970",1.335
"2773","20150605-27-918",2015-06-05,"27-918",2.30688
"2774","20150605-29-905",2015-06-05,"29-905",2.49912
"2775","20150605-36-873",2015-06-05,"36-873",9.3984
"2776","20150605-37-890",2015-06-05,"37-890",2.7234
"2777","20150605-3-996",2015-06-05,"3-996",1.393043478
"2778","20150605-8-994",2015-06-05,"8-994",1.232307692
"2779","20150615-14-972",2015-06-15,"14-972",3.052000714
"2780","20150615-16-970",2015-06-15,"16-970",3.846135
"2781","20150615-3-996",2015-06-15,"3-996",5.752515
"2782","20150615-8-994",2015-06-15,"8-994",7.931235
"2783","20150616-27-918",2015-06-16,"27-918",2.36295
"2784","20150618-29-905",2015-06-18,"29-905",1.7622
"2785","20150616-36-873",2015-06-16,"36-873",4.18122
"2786","20150618-37-890",2015-06-18,"37-890",3.67926
"2787","20150630-14-972",2015-06-30,"14-972",4.64046
"2788","20150630-16-970",2015-06-30,"16-970",0.52332
"2789","20150630-27-918",2015-06-30,"27-918",3.46032
"2790","20150630-29-905",2015-06-30,"29-905",2.65932
"2791","20150630-36-873",2015-06-30,"36-873",2.441504211
"2792","20150630-37-890",2015-06-30,"37-890",3.31614
"2793","20150630-3-996",2015-06-30,"3-996",16.4291212
"2794","20150630-8-994",2015-06-30,"8-994",3.31614
"2795","20150713-14-972",2015-07-13,"14-972",8.70687
"2796","20150713-16-970",2015-07-13,"16-970",8.61075
"2797","20150713-27-918",2015-07-13,"27-918",3.90087
"2798","20150713-29-905",2015-07-13,"29-905",7.07283
"2799","20150713-36-873",2015-07-13,"36-873",3.30279
"2800","20150713-37-890",2015-07-13,"37-890",3.03579
"2801","20150713-3-996",2015-07-13,"3-996",3.17997
"2802","20150713-8-994",2015-07-13,"8-994",12.25263
"2803","20150727-27-918",2015-07-27,"27-918",2.36028
"2804","20150728-29-905",2015-07-28,"29-905",1.5486
"2805","20150727-36-873",2015-07-27,"36-873",18.59922
"2806","20150728-37-890",2015-07-28,"37-890",13.40874
"2807","20150729-14-972",2015-07-29,"14-972",21.70443
"2808","20150729-16-970",2015-07-29,"16-970",15.07215
"2809","20150729-3-996",2015-07-29,"3-996",21.70443
"2810","20150729-8-994",2015-07-29,"8-994",15.72897
"2811","20150811-14-972",2015-08-11,"14-972",44.52225
"2812","20150811-16-970",2015-08-11,"16-970",35.75397
"2813","20150810-27-918",2015-08-10,"27-918",5.61501
"2814","20150811-29-905",2015-08-11,"29-905",14.35125
"2815","20150810-36-873",2015-08-10,"36-873",201.25125
"2816","20150811-37-890",2015-08-11,"37-890",123.60765
"2817","20150811-3-996",2015-08-11,"3-996",39.18225
"2818","20150811-8-994",2015-08-11,"8-994",25.02057
"2819","20150825-16-970",2015-08-25,"16-970",22.0583385
"2820","20150825-36-873",2015-08-25,"36-873",33.4880745
"2821","20150825-37-890",2015-08-25,"37-890",47.8612185
"2822","20150825-8-994",2015-08-25,"8-994",10.1821785
"2823","20150828-14-972",2015-08-28,"14-972",17.9536585
"2824","20150828-3-996",2015-08-28,"3-996",22.6564185
"2825","20150910-14-972",2015-09-10,"14-972",13.096617
"2826","20150910-16-970",2015-09-10,"16-970",15.894777
"2827","20150908-27-918",2015-09-08,"27-918",3.729189
"2828","20150910-29-905",2015-09-10,"29-905",7.410852
"2829","20150908-36-873",2015-09-08,"36-873",24.114105
"2830","20150910-37-890",2015-09-10,"37-890",23.712537
"2831","20150910-3-996",2015-09-10,"3-996",7.377477
"2832","20150910-8-994",2015-09-10,"8-994",8.2012788
"2833","20150925-14-972",2015-09-25,"14-972",0.086775
"2834","20150925-16-970",2015-09-25,"16-970",15.551415
"2835","20150922-27-918",2015-09-22,"27-918",4.179351
"2836","20150925-29-905",2015-09-25,"29-905",5.947959
"2837","20150922-36-873",2015-09-22,"36-873",15.189363
"2838","20150925-37-890",2015-09-25,"37-890",18.449967
"2839","20150925-3-996",2015-09-25,"3-996",12.368775
"2840","20150925-8-994",2015-09-25,"8-994",14.440695
"2841","20151006-14-972",2015-10-06,"14-972",7.133706
"2842","20151006-16-970",2015-10-06,"16-970",6.52281
"2843","20151005-27-918",2015-10-05,"27-918",8.346954
"2844","20151006-37-890",2015-10-06,"37-890",3.481146
"2845","20151006-3-996",2015-10-06,"3-996",5.72181
"2846","20151006-8-994",2015-10-06,"8-994",6.766314
"2847","20151007-29-905",2015-10-07,"29-905",7.753146
"2848","20151005-36-873",2015-10-05,"36-873",3.29745
"2849","20160503-14-972",2016-05-03,"14-972",0.98256
"2850","20160503-16-970",2016-05-03,"16-970",1.93842
"2851","20160503-27-918",2016-05-03,"27-918",3.13992
"2852","20160503-29-905",2016-05-03,"29-905",1.73016
"2853","20160503-36-873",2016-05-03,"36-873",10.1727
"2854","20160503-37-890",2016-05-03,"37-890",1.37772
"2855","20160503-3-996",2016-05-03,"3-996",8.34642
"2856","20160503-8-994",2016-05-03,"8-994",2.62728
"2857","20160517-14-972",2016-05-17,"14-972",6.942
"2858","20160517-16-970",2016-05-17,"16-970",1.7622
"2859","20160517-3-996",2016-05-17,"3-996",10.4664
"2860","20160517-8-994",2016-05-17,"8-994",2.8836
"2861","20160519-27-918",2016-05-19,"27-918",0.86508
"2862","20160519-29-905",2016-05-19,"29-905",0.6408
"2863","20160519-36-873",2016-05-19,"36-873",2.74743
"2864","20160519-37-890",2016-05-19,"37-890",7.30512
"2865","20160601-14-972",2016-06-01,"14-972",1.04664
"2866","20160601-16-970",2016-06-01,"16-970",0.9345
"2867","20160601-27-918",2016-06-01,"27-918",1.79157
"2868","20160601-29-905",2016-06-01,"29-905",1.40175
"2869","20160531-36-873",2016-05-31,"36-873",1.60734
"2870","20160601-37-890",2016-06-01,"37-890",1.39374
"2871","20160601-3-996",2016-06-01,"3-996",0.801
"2872","20160601-8-994",2016-06-01,"8-994",1.00926
"2873","20160614-14-972",2016-06-14,"14-972",4.05306
"2874","20160614-16-970",2016-06-14,"16-970",2.83554
"2875","20160614-3-996",2016-06-14,"3-996",11.03778
"2876","20160614-8-994",2016-06-14,"8-994",2.65398
"2877","20160616-27-918",2016-06-16,"27-918",2.8836
"2878","20160616-29-905",2016-06-16,"29-905",3.93558
"2879","20160616-36-873",2016-06-16,"36-873",6.52014
"2880","20160616-37-890",2016-06-16,"37-890",3.24672
"2881","20160629-14-972",2016-06-29,"14-972",1.56996
"2882","20160629-16-970",2016-06-29,"16-970",4.29336
"2883","20160629-27-918",2016-06-29,"27-918",1.15878
"2884","20160629-29-905",2016-06-29,"29-905",1.08402
"2885","20160629-36-873",2016-06-29,"36-873",4.78998
"2886","20160629-37-890",2016-06-29,"37-890",7.55076
"2887","20160629-3-996",2016-06-29,"3-996",14.2311
"2888","20160629-8-994",2016-06-29,"8-994",4.67784
"2889","20160727-14-972",2016-07-27,"14-972",6.657645
"2890","20160727-16-970",2016-07-27,"16-970",3.560445
"2891","20160727-27-918",2016-07-27,"27-918",4.238625
"2892","20160727-29-905",2016-07-27,"29-905",5.773875
"2893","20160727-36-873",2016-07-27,"36-873",5.549595
"2894","20160727-37-890",2016-07-27,"37-890",4.577715
"2895","20160727-3-996",2016-07-27,"3-996",11.012415
"2896","20160727-8-994",2016-07-27,"8-994",1.581975
"2897","20160809-14-972",2016-08-09,"14-972",10.18872
"2898","20160809-16-970",2016-08-09,"16-970",5.08368
"2899","20160809-27-918",2016-08-09,"27-918",4.6458
"2900","20160809-29-905",2016-08-09,"29-905",4.9662
"2901","20160809-36-873",2016-08-09,"36-873",30.32052
"2902","20160809-37-890",2016-08-09,"37-890",11.8014
"2903","20160809-3-996",2016-08-09,"3-996",17.71011
"2904","20160809-8-994",2016-08-09,"8-994",4.93416
"2905","20160825-14-972",2016-08-25,"14-972",13.7201955
"2906","20160825-16-970",2016-08-25,"16-970",2.5478475
"2907","20160825-27-918",2016-08-25,"27-918",13.3218315
"2908","20160825-29-905",2016-08-25,"29-905",23.3145735
"2909","20160824-36-873",2016-08-24,"36-873",4.5153705
"2910","20160825-37-890",2016-08-25,"37-890",8.0256195
"2911","20160825-3-996",2016-08-25,"3-996",8.1527115
"2912","20160825-8-994",2016-08-25,"8-994",9.1694475
"2913","20160906-14-972",2016-09-06,"14-972",7.57479
"2914","20160906-16-970",2016-09-06,"16-970",8.321322
"2915","20160906-27-918",2016-09-06,"27-918",9.30495
"2916","20160906-29-905",2016-09-06,"29-905",7.91655
"2917","20160906-36-873",2016-09-06,"36-873",3.74601
"2918","20160906-37-890",2016-09-06,"37-890",8.013738
"2919","20160906-3-996",2016-09-06,"3-996",12.06306
"2920","20160906-8-994",2016-09-06,"8-994",8.275398
"2921","20160919-3-996",2016-09-19,"3-996",8.6306415
"2922","20160919-8-994",2016-09-19,"8-994",7.9730205
"2923","20160920-27-918",2016-09-20,"27-918",7.2793545
"2924","20160920-29-905",2016-09-20,"29-905",9.1715835
"2925","20160920-36-873",2016-09-20,"36-873",4.2366225
"2926","20160920-37-890",2016-09-20,"37-890",5.6784225
"2927","20160921-14-972",2016-09-21,"14-972",8.9598525
"2928","20160921-16-970",2016-09-21,"16-970",9.0944205
"2929","20170508-14-972",2017-05-08,"14-972",0.69
"2930","20170508-16-970",2017-05-08,"16-970",1.15
"2931","20170508-27-918",2017-05-08,"27-918",0.8
"2932","20170508-29-905",2017-05-08,"29-905",0.94
"2933","20170508-36-873",2017-05-08,"36-873",1.23
"2934","20170508-37-890",2017-05-08,"37-890",1.17
"2935","20170508-3-996",2017-05-08,"3-996",2.5
"2936","20170508-8-994",2017-05-08,"8-994",2.18
"2937","20170515-14-972",2017-05-15,"14-972",0.84
"2938","20170515-16-970",2017-05-15,"16-970",1.79
"2939","20170515-27-918",2017-05-15,"27-918",1.6
"2940","20170515-29-905",2017-05-15,"29-905",2.02
"2941","20170515-36-873",2017-05-15,"36-873",8.46
"2942","20170515-37-890",2017-05-15,"37-890",3.53
"2943","20170515-3-996",2017-05-15,"3-996",2.18
"2944","20170515-8-994",2017-05-15,"8-994",15.61
"2945","20170530-14-972",2017-05-30,"14-972",12.38
"2946","20170530-16-970",2017-05-30,"16-970",3.33
"2947","20170530-27-918",2017-05-30,"27-918",0.88
"2948","20170530-29-905",2017-05-30,"29-905",1.37
"2949","20170530-36-873",2017-05-30,"36-873",0.82
"2950","20170530-37-890",2017-05-30,"37-890",1.09
"2951","20170530-3-996",2017-05-30,"3-996",12.93
"2952","20170530-8-994",2017-05-30,"8-994",2.97
"2953","20170613-14-972",2017-06-13,"14-972",7.65
"2954","20170613-16-970",2017-06-13,"16-970",3.79
"2955","20170613-27-918",2017-06-13,"27-918",1.3
"2956","20170613-29-905",2017-06-13,"29-905",3.28
"2957","20170613-36-873",2017-06-13,"36-873",23.71
"2958","20170613-37-890",2017-06-13,"37-890",2.76
"2959","20170613-3-996",2017-06-13,"3-996",2.81
"2960","20170613-8-994",2017-06-13,"8-994",5.81
"2961","20170706-14-972",2017-07-06,"14-972",3.73
"2962","20170706-16-970",2017-07-06,"16-970",3.27
"2963","20170706-27-918",2017-07-06,"27-918",3.08
"2964","20170706-29-905",2017-07-06,"29-905",2.66
"2965","20170706-36-873",2017-07-06,"36-873",15.89
"2966","20170706-37-890",2017-07-06,"37-890",8.79
"2967","20170706-3-996",2017-07-06,"3-996",4.61
"2968","20170706-8-994",2017-07-06,"8-994",2.12
"2969","20170711-14-972",2017-07-11,"14-972",19.22
"2970","20170711-16-970",2017-07-11,"16-970",1.79
"2971","20170711-27-918",2017-07-11,"27-918",1.3
"2972","20170711-29-905",2017-07-11,"29-905",1.67
"2973","20170711-36-873",2017-07-11,"36-873",1.68
"2974","20170711-37-890",2017-07-11,"37-890",3.08
"2975","20170711-3-996",2017-07-11,"3-996",4.05
"2976","20170711-8-994",2017-07-11,"8-994",2.51
"2977","20170726-27-918",2017-07-26,"27-918",1.91
"2978","20170726-29-905",2017-07-26,"29-905",6.76
"2979","20170726-36-873",2017-07-26,"36-873",8.37
"2980","20170726-37-890",2017-07-26,"37-890",31.93
"2981","20170726-14-972",2017-07-27,"14-972",7.04
"2982","20170726-16-970",2017-07-27,"16-970",7.06
"2983","20170726-3-996",2017-07-27,"3-996",13.88
"2984","20170726-8-994",2017-07-27,"8-994",3.94
"2985","20170809-14-972",2017-08-09,"14-972",17.64
"2986","20170809-16-970",2017-08-09,"16-970",24.32
"2987","20170809-27-918",2017-08-09,"27-918",8.21
"2988","20170809-29-905",2017-08-09,"29-905",7.35
"2989","20170809-36-873",2017-08-09,"36-873",15.12
"2990","20170809-37-890",2017-08-09,"37-890",11.05
"2991","20170809-3-996",2017-08-09,"3-996",12.77
"2992","20170809-8-994",2017-08-09,"8-994",5.69
"2993","20170906-14-972",2017-09-06,"14-972",16.82
"2994","20170906-16-970",2017-09-06,"16-970",14.61
"2995","20170906-27-918",2017-09-06,"27-918",5.06
"2996","20170906-29-905",2017-09-06,"29-905",4.72
"2997","20170906-36-873",2017-09-06,"36-873",18.15
"2998","20170906-37-890",2017-09-06,"37-890",45.94
"2999","20170906-3-996",2017-09-06,"3-996",22.45
"3000","20170906-8-994",2017-09-06,"8-994",16.18
"3001","20170920-14-972",2017-09-20,"14-972",11.56
"3002","20170920-16-970",2017-09-20,"16-970",8.68
"3003","20170920-27-918",2017-09-20,"27-918",2.62
"3004","20170920-29-905",2017-09-20,"29-905",3.07
"3005","20170920-36-873",2017-09-20,"36-873",18.75
"3006","20170920-37-890",2017-09-20,"37-890",16.03
"3007","20170920-3-996",2017-09-20,"3-996",5.84
"3008","20170920-8-994",2017-09-20,"8-994",8.94
"3009","20171002-14-972",2017-10-02,"14-972",13.13
"3010","20171002-16-970",2017-10-02,"16-970",12.54
"3011","20171002-27-918",2017-10-02,"27-918",5.01
"3012","20171002-29-905",2017-10-02,"29-905",3.39
"3013","20171002-36-873",2017-10-02,"36-873",8.44
"3014","20171002-37-890",2017-10-02,"37-890",14.72
"3015","20171002-3-996",2017-10-02,"3-996",20.13
"3016","20171002-8-994",2017-10-02,"8-994",8.76
"3017","20180409-1279_20m",2018-04-09,"1279_20m",1.06
"3018","20180409-1280_15m",2018-04-09,"1280_15m",0.772
"3019","20180409-1281_10m",2018-04-09,"1281_10m",0.82
"3020","20180409-1281_5m",2018-04-09,"1281_5m",0.659
"3021","20180409-1310_5m",2018-04-09,"1310_5m",0.403
"3022","20180409-1318_20m",2018-04-09,"1318_20m",0.852
"3023","20180409-1319_15m",2018-04-09,"1319_15m",0.676
"3024","20180409-1320_10m",2018-04-09,"1320_10m",0.425
"3025","20180427-1279_20m",2018-04-27,"1279_20m",0.921
"3026","20180427-1280_15m",2018-04-27,"1280_15m",0.248
"3027","20180427-1281_10m",2018-04-27,"1281_10m",1.242
"3028","20180427-1281_5m",2018-04-27,"1281_5m",1.025
"3029","20180427-1310_5m",2018-04-27,"1310_5m",0.238
